Madár_id;Felhasználó;Típus;Központ;Gyûrû;Jelentett faj;Jelentett faj latin;Ivar;Dátum
5908309;Példa Tibi;Gyûrûzés;Budapest;N261894   ;Széncinege;Parus major;Ismeretlen;2019.09.07
5908310;Példa Tibi;Gyûrûzés;Budapest;N261895   ;Széncinege;Parus major;Hím;2019.09.07
5908311;Példa Tibi;Gyûrûzés;Budapest;N261896   ;Széncinege;Parus major;Hím;2019.09.07
5908312;Példa Tibi;Gyûrûzés;Budapest;N261897   ;Széncinege;Parus major;Tojó;2019.09.07
5908313;Példa Tibi;Gyûrûzés;Budapest;N261898   ;Zöldike;Carduelis chloris;Tojó;2019.09.07
5908314;Példa Tibi;Gyûrûzés;Budapest;N261899   ;Széncinege;Parus major;Hím;2019.09.07
5908315;Példa Tibi;Gyûrûzés;Budapest;N261900   ;Széncinege;Parus major;Tojó;2019.09.07
5908658;Példa Tibi;Gyûrûzés;Budapest;P106241   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908659;Példa Tibi;Gyûrûzés;Budapest;P106242   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.04
5908660;Példa Tibi;Gyûrûzés;Budapest;P106243   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.04
5908661;Példa Tibi;Gyûrûzés;Budapest;P106244   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908662;Példa Tibi;Gyûrûzés;Budapest;P106245   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908663;Példa Tibi;Gyûrûzés;Budapest;P106246   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908664;Példa Tibi;Gyûrûzés;Budapest;P106247   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908665;Példa Tibi;Gyûrûzés;Budapest;P106248   ;Barátposzáta;Sylvia atricapilla;Ismeretlen;2019.08.04
5908666;Példa Tibi;Gyûrûzés;Budapest;P106249   ;Kerti poszáta;Sylvia borin;Ismeretlen;2019.08.04
5908667;Példa Tibi;Gyûrûzés;Budapest;P106250   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908668;Példa Tibi;Gyûrûzés;Budapest;P106251   ;Tengelic;Carduelis carduelis;Hím;2019.08.04
5908669;Példa Tibi;Gyûrûzés;Budapest;P106252   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.04
5908670;Példa Tibi;Gyûrûzés;Budapest;P106253   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908671;Példa Tibi;Gyûrûzés;Budapest;P106254   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908672;Példa Tibi;Gyûrûzés;Budapest;P106255   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.04
5908673;Példa Tibi;Gyûrûzés;Budapest;P106256   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908674;Példa Tibi;Gyûrûzés;Budapest;P106257   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.04
5908675;Példa Tibi;Gyûrûzés;Budapest;P106258   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.05
5908676;Példa Tibi;Gyûrûzés;Budapest;P106259   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908677;Példa Tibi;Gyûrûzés;Budapest;P106260   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908678;Példa Tibi;Gyûrûzés;Budapest;P106261   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908679;Példa Tibi;Gyûrûzés;Budapest;P106262   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908680;Példa Tibi;Gyûrûzés;Budapest;P106263   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908681;Példa Tibi;Gyûrûzés;Budapest;P106264   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908682;Példa Tibi;Gyûrûzés;Budapest;P106265   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908683;Példa Tibi;Gyûrûzés;Budapest;P106266   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908684;Példa Tibi;Gyûrûzés;Budapest;P106267   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908685;Példa Tibi;Gyûrûzés;Budapest;P106268   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908686;Példa Tibi;Gyûrûzés;Budapest;P106269   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908687;Példa Tibi;Gyûrûzés;Budapest;P106270   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908688;Példa Tibi;Gyûrûzés;Budapest;P106271   ;Mezei poszáta;Sylvia communis;Ismeretlen;2019.08.05
5908689;Példa Tibi;Gyûrûzés;Budapest;P106272   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908690;Példa Tibi;Gyûrûzés;Budapest;P106273   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908691;Példa Tibi;Gyûrûzés;Budapest;P106274   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908692;Példa Tibi;Gyûrûzés;Budapest;P106275   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908693;Példa Tibi;Gyûrûzés;Budapest;P106276   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908694;Példa Tibi;Gyûrûzés;Budapest;P106277   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908695;Példa Tibi;Gyûrûzés;Budapest;P106278   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908696;Példa Tibi;Gyûrûzés;Budapest;P106279   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908697;Példa Tibi;Gyûrûzés;Budapest;P106280   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908698;Példa Tibi;Gyûrûzés;Budapest;P106281   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908699;Példa Tibi;Gyûrûzés;Budapest;P106282   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908700;Példa Tibi;Gyûrûzés;Budapest;P106283   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908701;Példa Tibi;Gyûrûzés;Budapest;P106284   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908702;Példa Tibi;Gyûrûzés;Budapest;P106285   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908703;Példa Tibi;Gyûrûzés;Budapest;P106286   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908704;Példa Tibi;Gyûrûzés;Budapest;P106287   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908705;Példa Tibi;Gyûrûzés;Budapest;P106288   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908706;Példa Tibi;Gyûrûzés;Budapest;P106289   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908707;Példa Tibi;Gyûrûzés;Budapest;P106290   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Tojó;2019.08.05
5908708;Példa Tibi;Gyûrûzés;Budapest;P106291   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908709;Példa Tibi;Gyûrûzés;Budapest;P106292   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908710;Példa Tibi;Gyûrûzés;Budapest;P106293   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.05
5908711;Példa Tibi;Gyûrûzés;Budapest;P106294   ;Barátposzáta;Sylvia atricapilla;Ismeretlen;2019.08.05
5908712;Példa Tibi;Gyûrûzés;Budapest;P106295   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908713;Példa Tibi;Gyûrûzés;Budapest;P106296   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.05
5908714;Példa Tibi;Gyûrûzés;Budapest;P106297   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.05
5908715;Példa Tibi;Gyûrûzés;Budapest;P106298   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908716;Példa Tibi;Gyûrûzés;Budapest;P106299   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908717;Példa Tibi;Gyûrûzés;Budapest;P106300   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908718;Példa Tibi;Gyûrûzés;Budapest;P106301   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908719;Példa Tibi;Gyûrûzés;Budapest;P106302   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908720;Példa Tibi;Gyûrûzés;Budapest;P106303   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908721;Példa Tibi;Gyûrûzés;Budapest;P106304   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908722;Példa Tibi;Gyûrûzés;Budapest;P106305   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.05
5908723;Példa Tibi;Gyûrûzés;Budapest;P106306   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908724;Példa Tibi;Gyûrûzés;Budapest;P106307   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908725;Példa Tibi;Gyûrûzés;Budapest;P106308   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908726;Példa Tibi;Gyûrûzés;Budapest;P106309   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908727;Példa Tibi;Gyûrûzés;Budapest;P106310   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908728;Példa Tibi;Gyûrûzés;Budapest;P106311   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908729;Példa Tibi;Gyûrûzés;Budapest;P106312   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908730;Példa Tibi;Gyûrûzés;Budapest;P106313   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908731;Példa Tibi;Gyûrûzés;Budapest;P106314   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.05
5908732;Példa Tibi;Gyûrûzés;Budapest;P106315   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908733;Példa Tibi;Gyûrûzés;Budapest;P106316   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908734;Példa Tibi;Gyûrûzés;Budapest;P106317   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908735;Példa Tibi;Gyûrûzés;Budapest;P106318   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908736;Példa Tibi;Gyûrûzés;Budapest;P106319   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908737;Példa Tibi;Gyûrûzés;Budapest;P106320   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.05
5908738;Példa Tibi;Gyûrûzés;Budapest;P106321   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.05
5908739;Példa Tibi;Gyûrûzés;Budapest;P106322   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908740;Példa Tibi;Gyûrûzés;Budapest;P106323   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908741;Példa Tibi;Gyûrûzés;Budapest;P106324   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908742;Példa Tibi;Gyûrûzés;Budapest;P106325   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908743;Példa Tibi;Gyûrûzés;Budapest;P106326   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908744;Példa Tibi;Gyûrûzés;Budapest;P106327   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.05
5908745;Példa Tibi;Gyûrûzés;Budapest;P106328   ;Réti tücsökmadár;Locustella naevia;Ismeretlen;2019.08.06
5908746;Példa Tibi;Gyûrûzés;Budapest;P106329   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908747;Példa Tibi;Gyûrûzés;Budapest;P106330   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908748;Példa Tibi;Gyûrûzés;Budapest;P106331   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908749;Példa Tibi;Gyûrûzés;Budapest;P106332   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908750;Példa Tibi;Gyûrûzés;Budapest;P106333   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.06
5908751;Példa Tibi;Gyûrûzés;Budapest;P106334   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908752;Példa Tibi;Gyûrûzés;Budapest;P106335   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908753;Példa Tibi;Gyûrûzés;Budapest;P106336   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908754;Példa Tibi;Gyûrûzés;Budapest;P106337   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.06
5908755;Példa Tibi;Gyûrûzés;Budapest;P106338   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908756;Példa Tibi;Gyûrûzés;Budapest;P106339   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908757;Példa Tibi;Gyûrûzés;Budapest;P106340   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.06
5908758;Példa Tibi;Gyûrûzés;Budapest;P106341   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908759;Példa Tibi;Gyûrûzés;Budapest;P106342   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908760;Példa Tibi;Gyûrûzés;Budapest;P106343   ;Fülemülesitke;Acrocephalus melanopogon;Tojó;2019.08.06
5908761;Példa Tibi;Gyûrûzés;Budapest;P106344   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908762;Példa Tibi;Gyûrûzés;Budapest;P106345   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908763;Példa Tibi;Gyûrûzés;Budapest;P106346   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908764;Példa Tibi;Gyûrûzés;Budapest;P106347   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908765;Példa Tibi;Gyûrûzés;Budapest;P106348   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908766;Példa Tibi;Gyûrûzés;Budapest;P106349   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908767;Példa Tibi;Gyûrûzés;Budapest;P106350   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908768;Példa Tibi;Gyûrûzés;Budapest;P106351   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908769;Példa Tibi;Gyûrûzés;Budapest;P106352   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908770;Példa Tibi;Gyûrûzés;Budapest;P106353   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.06
5908771;Példa Tibi;Gyûrûzés;Budapest;P106354   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908772;Példa Tibi;Gyûrûzés;Budapest;P106355   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908773;Példa Tibi;Gyûrûzés;Budapest;P106356   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908774;Példa Tibi;Gyûrûzés;Budapest;P106357   ;Mezei poszáta;Sylvia communis;Ismeretlen;2019.08.06
5908775;Példa Tibi;Gyûrûzés;Budapest;P106358   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908776;Példa Tibi;Gyûrûzés;Budapest;P106359   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908777;Példa Tibi;Gyûrûzés;Budapest;P106360   ;Mezei poszáta;Sylvia communis;Ismeretlen;2019.08.06
5908778;Példa Tibi;Gyûrûzés;Budapest;P106361   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908779;Példa Tibi;Gyûrûzés;Budapest;P106362   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908784;Példa Tibi;Gyûrûzés;Budapest;P106367   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908785;Példa Tibi;Gyûrûzés;Budapest;P106368   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.06
5908790;Példa Tibi;Gyûrûzés;Budapest;P106373   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.06
5908791;Példa Tibi;Gyûrûzés;Budapest;P106374   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.07
5908792;Példa Tibi;Gyûrûzés;Budapest;P106375   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.07
5908793;Példa Tibi;Gyûrûzés;Budapest;P106376   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908794;Példa Tibi;Gyûrûzés;Budapest;P106377   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.07
5908795;Példa Tibi;Gyûrûzés;Budapest;P106378   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908796;Példa Tibi;Gyûrûzés;Budapest;P106379   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908797;Példa Tibi;Gyûrûzés;Budapest;P106380   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908798;Példa Tibi;Gyûrûzés;Budapest;P106381   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.07
5908799;Példa Tibi;Gyûrûzés;Budapest;P106382   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908800;Példa Tibi;Gyûrûzés;Budapest;P106383   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908801;Példa Tibi;Gyûrûzés;Budapest;P106384   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908802;Példa Tibi;Gyûrûzés;Budapest;P106385   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908803;Példa Tibi;Gyûrûzés;Budapest;P106386   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908804;Példa Tibi;Gyûrûzés;Budapest;P106387   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908805;Példa Tibi;Gyûrûzés;Budapest;P106388   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908806;Példa Tibi;Gyûrûzés;Budapest;P106389   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908807;Példa Tibi;Gyûrûzés;Budapest;P106390   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908808;Példa Tibi;Gyûrûzés;Budapest;P106391   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908809;Példa Tibi;Gyûrûzés;Budapest;P106392   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.08.07
5908810;Példa Tibi;Gyûrûzés;Budapest;P106393   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908811;Példa Tibi;Gyûrûzés;Budapest;P106394   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.07
5908812;Példa Tibi;Gyûrûzés;Budapest;P106395   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908813;Példa Tibi;Gyûrûzés;Budapest;P106396   ;Nádi sármány;Emberiza schoeniclus;Tojó;2019.08.07
5908814;Példa Tibi;Gyûrûzés;Budapest;P106397   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908815;Példa Tibi;Gyûrûzés;Budapest;P106398   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908816;Példa Tibi;Gyûrûzés;Budapest;P106399   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Tojó;2019.08.07
5908817;Példa Tibi;Gyûrûzés;Budapest;P106400   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.07
5908818;Példa Tibi;Gyûrûzés;Budapest;P106401   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.07
5908819;Példa Tibi;Gyûrûzés;Budapest;P106403   ;Fülemülesitke;Acrocephalus melanopogon;Tojó;2019.08.07
5908820;Példa Tibi;Gyûrûzés;Budapest;P106404   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908821;Példa Tibi;Gyûrûzés;Budapest;P106405   ;Mezei veréb;Passer montanus;Ismeretlen;2019.08.07
5908822;Példa Tibi;Gyûrûzés;Budapest;P106406   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.07
5908823;Példa Tibi;Gyûrûzés;Budapest;P106407   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.08.07
5908824;Példa Tibi;Gyûrûzés;Budapest;P106408   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.08.07
5908825;Példa Tibi;Gyûrûzés;Budapest;P106409   ;Mezei poszáta;Sylvia communis;Ismeretlen;2019.08.07
5908826;Példa Tibi;Gyûrûzés;Budapest;P106410   ;Mezei veréb;Passer montanus;Ismeretlen;2019.08.07
5908827;Példa Tibi;Gyûrûzés;Budapest;P106411   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.07
5908828;Példa Tibi;Gyûrûzés;Budapest;P106412   ;Tengelic;Carduelis carduelis;Tojó;2019.08.07
5908829;Példa Tibi;Gyûrûzés;Budapest;P106413   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908830;Példa Tibi;Gyûrûzés;Budapest;P106414   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.08
5908831;Példa Tibi;Gyûrûzés;Budapest;P106415   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.08
5908832;Példa Tibi;Gyûrûzés;Budapest;P106416   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.08
5908833;Példa Tibi;Gyûrûzés;Budapest;P106417   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908834;Példa Tibi;Gyûrûzés;Budapest;P106418   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.08
5908835;Példa Tibi;Gyûrûzés;Budapest;P106419   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.08
5908836;Példa Tibi;Gyûrûzés;Budapest;P106420   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908837;Példa Tibi;Gyûrûzés;Budapest;P106421   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908838;Példa Tibi;Gyûrûzés;Budapest;P106422   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908839;Példa Tibi;Gyûrûzés;Budapest;P106423   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.08
5908840;Példa Tibi;Gyûrûzés;Budapest;P106424   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908841;Példa Tibi;Gyûrûzés;Budapest;P106425   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.08
5908842;Példa Tibi;Gyûrûzés;Budapest;P106426   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.08
5908843;Példa Tibi;Gyûrûzés;Budapest;P106427   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.08
5908844;Példa Tibi;Gyûrûzés;Budapest;P106428   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.08.08
5908845;Példa Tibi;Gyûrûzés;Budapest;P106429   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.08.08
5908846;Példa Tibi;Gyûrûzés;Budapest;P106430   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908847;Példa Tibi;Gyûrûzés;Budapest;P106431   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Tojó;2019.08.08
5908848;Példa Tibi;Gyûrûzés;Budapest;P106432   ;Mezei veréb;Passer montanus;Ismeretlen;2019.08.08
5908849;Példa Tibi;Gyûrûzés;Budapest;P106433   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908850;Példa Tibi;Gyûrûzés;Budapest;P106434   ;Nádi tücsökmadár;Locustella luscinioides;Tojó;2019.08.08
5908851;Példa Tibi;Gyûrûzés;Budapest;P106435   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
5908852;Példa Tibi;Gyûrûzés;Budapest;P106436   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.08
