Madár_id;Felhasználó;Típus;Központ;Gyûrû;Jelentett faj;Jelentett faj latin;Ivar;Dátum
5635975;Példa Juli;Visszafogás;Budapest;N261167   ;Széncinege;Parus major;Hím;2019.02.02
5807593;Példa Juli;Gyûrûzés;Budapest;P105340   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.02.02
5807594;Példa Juli;Gyûrûzés;Budapest;P105341   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.02.02
5807595;Példa Juli;Gyûrûzés;Budapest;P105342   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.02.02
5807596;Példa Juli;Gyûrûzés;Budapest;P105343   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.02.02
5807603;Példa Juli;Gyûrûzés;Budapest;P105345   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.02.02
5721426;Példa Juli;Visszafogás;Budapest;P105280   ;Vörösbegy;Erithacus rubecula;Ismeretlen;2019.02.02
5579540;Példa Juli;Visszafogás;Budapest;N225480   ;Széncinege;Parus major;Tojó;2019.02.03
5834250;Példa Juli;Gyûrûzés;Budapest;W561467   ;Molnárfecske;Delichon urbicum;Ismeretlen;2019.04.27
5834254;Példa Juli;Gyûrûzés;Budapest;P105439   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5834255;Példa Juli;Gyûrûzés;Budapest;P105440   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5834256;Példa Juli;Gyûrûzés;Budapest;W561469   ;Partifecske;Riparia riparia;Ismeretlen;2019.04.28
5834257;Példa Juli;Gyûrûzés;Budapest;W561470   ;Molnárfecske;Delichon urbicum;Ismeretlen;2019.04.28
5834258;Példa Juli;Gyûrûzés;Budapest;XB13630   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.04.28
5834266;Példa Juli;Gyûrûzés;Budapest;P105445   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5834267;Példa Juli;Gyûrûzés;Budapest;P105446   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.04.28
5834268;Példa Juli;Gyûrûzés;Budapest;P105447   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5834269;Példa Juli;Gyûrûzés;Budapest;P105448   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Tojó;2019.04.28
5834270;Példa Juli;Gyûrûzés;Budapest;P105449   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5834271;Példa Juli;Gyûrûzés;Budapest;P105450   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.04.28
5834272;Példa Juli;Gyûrûzés;Budapest;P105451   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.04.28
5628219;Példa Juli;Visszafogás;Budapest;K806223   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5576755;Példa Juli;Visszafogás;Budapest;K745693   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.04.28
4878599;Példa Juli;Visszafogás;Budapest;K451721   ;Nádi sármány;Emberiza schoeniclus;Hím;2019.04.28
5685672;Példa Juli;Visszafogás;Budapest;K749209   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.04.28
5848203;Példa Juli;Gyûrûzés;Budapest;P105507   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.03
5848204;Példa Juli;Gyûrûzés;Budapest;P105508   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.03
5848205;Példa Juli;Gyûrûzés;Budapest;P105509   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.03
5848209;Példa Juli;Gyûrûzés;Budapest;P105510   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.03
5848301;Példa Juli;Gyûrûzés;Budapest;P105520   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.06.23
5848302;Példa Juli;Gyûrûzés;Budapest;P105521   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.23
5848303;Példa Juli;Gyûrûzés;Budapest;P105522   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.23
5848304;Példa Juli;Gyûrûzés;Budapest;P105523   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.06.23
5848305;Példa Juli;Gyûrûzés;Budapest;P105524   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.06.23
5848306;Példa Juli;Gyûrûzés;Budapest;P105525   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.23
5848309;Példa Juli;Gyûrûzés;Budapest;P105526   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.06.23
5848315;Példa Juli;Gyûrûzés;Budapest;P105527   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.23
5848325;Példa Juli;Gyûrûzés;Budapest;P105528   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Tojó;2019.06.23
5848356;Példa Juli;Gyûrûzés;Budapest;N261403   ;Széncinege;Parus major;Ismeretlen;2019.06.23
5685647;Példa Juli;Visszafogás;Budapest;K749184   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.06.03
5576730;Példa Juli;Visszafogás;Budapest;K745607   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.22
5848262;Példa Juli;Visszafogás;Budapest;P105515   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.06.22
5848209;Példa Juli;Visszafogás;Budapest;P105510   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.23
5838864;Példa Juli;Visszafogás;Budapest;XB13637   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.06.23
5848302;Példa Juli;Visszafogás;Budapest;P105521   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.06.23
5854846;Példa Juli;Gyûrûzés;Budapest;P105689   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5854847;Példa Juli;Gyûrûzés;Budapest;P105690   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5854848;Példa Juli;Gyûrûzés;Budapest;P105691   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5854849;Példa Juli;Gyûrûzés;Budapest;P105692   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5854850;Példa Juli;Gyûrûzés;Budapest;P105693   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5854851;Példa Juli;Gyûrûzés;Budapest;P105694   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5854852;Példa Juli;Gyûrûzés;Budapest;P105695   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5854853;Példa Juli;Gyûrûzés;Budapest;P105696   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5855900;Példa Juli;Gyûrûzés;Budapest;P105697   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5855901;Példa Juli;Gyûrûzés;Budapest;P105698   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5855902;Példa Juli;Gyûrûzés;Budapest;P105699   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5855903;Példa Juli;Gyûrûzés;Budapest;P105700   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856271;Példa Juli;Gyûrûzés;Budapest;P105701   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856273;Példa Juli;Gyûrûzés;Budapest;P105702   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856275;Példa Juli;Gyûrûzés;Budapest;P105703   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856276;Példa Juli;Gyûrûzés;Budapest;P105704   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856277;Példa Juli;Gyûrûzés;Budapest;P105705   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856278;Példa Juli;Gyûrûzés;Budapest;P105706   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856280;Példa Juli;Gyûrûzés;Budapest;P105707   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5856282;Példa Juli;Gyûrûzés;Budapest;P105708   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856285;Példa Juli;Gyûrûzés;Budapest;P105709   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5856286;Példa Juli;Gyûrûzés;Budapest;P105710   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856287;Példa Juli;Gyûrûzés;Budapest;P105711   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856288;Példa Juli;Gyûrûzés;Budapest;P105712   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856290;Példa Juli;Gyûrûzés;Budapest;P105713   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856291;Példa Juli;Gyûrûzés;Budapest;P105714   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856292;Példa Juli;Gyûrûzés;Budapest;P105715   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856296;Példa Juli;Gyûrûzés;Budapest;P105716   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856324;Példa Juli;Gyûrûzés;Budapest;P105733   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856326;Példa Juli;Gyûrûzés;Budapest;P105734   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856327;Példa Juli;Gyûrûzés;Budapest;P105735   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856328;Példa Juli;Gyûrûzés;Budapest;P105736   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856329;Példa Juli;Gyûrûzés;Budapest;P105737   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856330;Példa Juli;Gyûrûzés;Budapest;P105738   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856331;Példa Juli;Gyûrûzés;Budapest;P105739   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856333;Példa Juli;Gyûrûzés;Budapest;P105740   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856335;Példa Juli;Gyûrûzés;Budapest;P105741   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.07.13
5856338;Példa Juli;Gyûrûzés;Budapest;P105742   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856340;Példa Juli;Gyûrûzés;Budapest;P105743   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856342;Példa Juli;Gyûrûzés;Budapest;P105744   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.07.13
5856346;Példa Juli;Gyûrûzés;Budapest;P105745   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856348;Példa Juli;Gyûrûzés;Budapest;P105746   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856350;Példa Juli;Gyûrûzés;Budapest;P105747   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856353;Példa Juli;Gyûrûzés;Budapest;P105748   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856355;Példa Juli;Gyûrûzés;Budapest;P105749   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.07.13
5856357;Példa Juli;Gyûrûzés;Budapest;P105750   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856361;Példa Juli;Gyûrûzés;Budapest;P105751   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856362;Példa Juli;Gyûrûzés;Budapest;P105752   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856363;Példa Juli;Gyûrûzés;Budapest;P105753   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856364;Példa Juli;Gyûrûzés;Budapest;P105754   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856366;Példa Juli;Gyûrûzés;Budapest;P105755   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Tojó;2019.07.13
5856367;Példa Juli;Gyûrûzés;Budapest;P105756   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856368;Példa Juli;Gyûrûzés;Budapest;P105757   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856369;Példa Juli;Gyûrûzés;Budapest;P105758   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856370;Példa Juli;Gyûrûzés;Budapest;N261422   ;Zöldike;Carduelis chloris;Hím;2019.07.13
5856380;Példa Juli;Gyûrûzés;Budapest;P105768   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856381;Példa Juli;Gyûrûzés;Budapest;P105769   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856382;Példa Juli;Gyûrûzés;Budapest;P105770   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856383;Példa Juli;Gyûrûzés;Budapest;P105771   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856384;Példa Juli;Gyûrûzés;Budapest;P105772   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856385;Példa Juli;Gyûrûzés;Budapest;P105773   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856386;Példa Juli;Gyûrûzés;Budapest;P105774   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856387;Példa Juli;Gyûrûzés;Budapest;P105775   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5856388;Példa Juli;Gyûrûzés;Budapest;P105776   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856389;Példa Juli;Gyûrûzés;Budapest;P105777   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5856390;Példa Juli;Gyûrûzés;Budapest;P105778   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5856391;Példa Juli;Gyûrûzés;Budapest;P105779   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856392;Példa Juli;Gyûrûzés;Budapest;P105780   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856393;Példa Juli;Gyûrûzés;Budapest;P105781   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856394;Példa Juli;Gyûrûzés;Budapest;P105782   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5620580;Példa Juli;Visszafogás;Budapest;K748748   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Tojó;2019.07.13
5848280;Példa Juli;Visszafogás;Budapest;P105518   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5644332;Példa Juli;Visszafogás;Budapest;XB04698   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5856753;Példa Juli;Gyûrûzés;Budapest;P105801   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856754;Példa Juli;Gyûrûzés;Budapest;P105802   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Tojó;2019.07.13
5856755;Példa Juli;Gyûrûzés;Budapest;P105803   ;Énekes nádiposzáta;Acrocephalus palustris;Tojó;2019.07.13
5856756;Példa Juli;Gyûrûzés;Budapest;P105804   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856757;Példa Juli;Gyûrûzés;Budapest;P105805   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856758;Példa Juli;Gyûrûzés;Budapest;P105806   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.07.13
5856759;Példa Juli;Gyûrûzés;Budapest;P105807   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856761;Példa Juli;Gyûrûzés;Budapest;P105808   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856763;Példa Juli;Gyûrûzés;Budapest;P105809   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5856764;Példa Juli;Gyûrûzés;Budapest;P105810   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5856768;Példa Juli;Gyûrûzés;Budapest;P105811   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857231;Példa Juli;Gyûrûzés;Budapest;P105813   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857232;Példa Juli;Gyûrûzés;Budapest;P105814   ;Nádi sármány;Emberiza schoeniclus;Hím;2019.07.13
5857233;Példa Juli;Gyûrûzés;Budapest;P105815   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857234;Példa Juli;Gyûrûzés;Budapest;P105816   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.07.13
5857235;Példa Juli;Gyûrûzés;Budapest;P105817   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5857236;Példa Juli;Gyûrûzés;Budapest;P105818   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.07.13
5857237;Példa Juli;Gyûrûzés;Budapest;P105819   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857238;Példa Juli;Gyûrûzés;Budapest;P105820   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857239;Példa Juli;Gyûrûzés;Budapest;P105821   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857240;Példa Juli;Gyûrûzés;Budapest;P105822   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857248;Példa Juli;Gyûrûzés;Budapest;P105827   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5857249;Példa Juli;Gyûrûzés;Budapest;P105828   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857250;Példa Juli;Gyûrûzés;Budapest;P105829   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857251;Példa Juli;Gyûrûzés;Budapest;P105830   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857252;Példa Juli;Gyûrûzés;Budapest;P105831   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857253;Példa Juli;Gyûrûzés;Budapest;P105832   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5857254;Példa Juli;Gyûrûzés;Budapest;P105833   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857255;Példa Juli;Gyûrûzés;Budapest;P105834   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857257;Példa Juli;Gyûrûzés;Budapest;P105835   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857259;Példa Juli;Gyûrûzés;Budapest;P105836   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857272;Példa Juli;Gyûrûzés;Budapest;P105837   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5857276;Példa Juli;Gyûrûzés;Budapest;P105838   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857278;Példa Juli;Gyûrûzés;Budapest;P105839   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5857282;Példa Juli;Gyûrûzés;Budapest;P105840   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5857287;Példa Juli;Gyûrûzés;Budapest;P105841   ;Nádi tücsökmadár;Locustella luscinioides;Tojó;2019.07.13
5857290;Példa Juli;Gyûrûzés;Budapest;P105842   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5857295;Példa Juli;Gyûrûzés;Budapest;P105843   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.13
5857299;Példa Juli;Gyûrûzés;Budapest;P105844   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857303;Példa Juli;Gyûrûzés;Budapest;P105845   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857315;Példa Juli;Gyûrûzés;Budapest;P105846   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5857316;Példa Juli;Gyûrûzés;Budapest;XB13673   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5857331;Példa Juli;Gyûrûzés;Budapest;XB13675   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5857339;Példa Juli;Gyûrûzés;Budapest;XB13676   ;Nádirigó;Acrocephalus arundinaceus;Tojó;2019.07.13
5857350;Példa Juli;Gyûrûzés;Budapest;XB13677   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5857353;Példa Juli;Gyûrûzés;Budapest;XB13678   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5857356;Példa Juli;Gyûrûzés;Budapest;XB13679   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5857361;Példa Juli;Gyûrûzés;Budapest;XB13680   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.13
5857374;Példa Juli;Gyûrûzés;Budapest;N261423   ;Széncinege;Parus major;Tojó;2019.07.13
5857382;Példa Juli;Gyûrûzés;Budapest;N261424   ;Fülemüle;Luscinia megarhynchos;Ismeretlen;2019.07.13
5857392;Példa Juli;Gyûrûzés;Budapest;W561497   ;Függõcinege;Remiz pendulinus;Ismeretlen;2019.07.13
5857397;Példa Juli;Gyûrûzés;Budapest;W561496   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.07.13
5857399;Példa Juli;Gyûrûzés;Budapest;TA03518   ;Fekete rigó;Turdus merula;Hím;2019.07.13
5851702;Példa Juli;Visszafogás;Budapest;P105567   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5848205;Példa Juli;Visszafogás;Budapest;P105509   ;Énekes nádiposzáta;Acrocephalus palustris;Ismeretlen;2019.07.13
5848204;Példa Juli;Visszafogás;Budapest;P105508   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5851753;Példa Juli;Visszafogás;Budapest;P105589   ;Nádi sármány;Emberiza schoeniclus;Ismeretlen;2019.07.13
5375565;Példa Juli;Visszafogás;Budapest;K745643   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.07.13
5637213;Példa Juli;Visszafogás;Budapest;K748897   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.13
5843720;Példa Juli;Visszafogás;Budapest;P193356   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.07.30
5893814;Példa Juli;Gyûrûzés;Budapest;P311615   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.10.06
5893815;Példa Juli;Gyûrûzés;Budapest;P311616   ;Barátposzáta;Sylvia atricapilla;Hím;2019.10.06
5893816;Példa Juli;Gyûrûzés;Budapest;P311617   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.10.06
5893817;Példa Juli;Gyûrûzés;Budapest;P311618   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.10.06
5893766;Példa Juli;Visszafogás;Budapest;P311594   ;Vörösbegy;Erithacus rubecula;Ismeretlen;2019.10.06
5893702;Példa Juli;Visszafogás;Budapest;W585387   ;Csilpcsalpfüzike;Phylloscopus collybita;Ismeretlen;2019.10.06
5893211;Példa Juli;Visszafogás;Budapest;P311481   ;Vörösbegy;Erithacus rubecula;Ismeretlen;2019.10.06
5893693;Példa Juli;Visszafogás;Budapest;W585384   ;Csilpcsalpfüzike;Phylloscopus collybita;Ismeretlen;2019.10.06
5893557;Példa Juli;Visszafogás;Budapest;P311535   ;Vörösbegy;Erithacus rubecula;Ismeretlen;2019.10.06
5893787;Példa Juli;Visszafogás;Budapest;P311610   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.10.06
5893480;Példa Juli;Visszafogás;Budapest;P311498   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.10.06
5908891;Példa Juli;Visszafogás;Budapest;P106475   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.10.06
5893543;Példa Juli;Visszafogás;Budapest;P311521   ;Vörösbegy;Erithacus rubecula;Ismeretlen;2019.10.06
5905938;Példa Juli;Gyûrûzés;Budapest;N261917   ;Zöldike;Carduelis chloris;Tojó;2019.10.25
5905957;Példa Juli;Gyûrûzés;Budapest;N261918   ;Széncinege;Parus major;Tojó;2019.10.25
5905958;Példa Juli;Gyûrûzés;Budapest;TA06754   ;Fekete rigó;Turdus merula;Tojó;2019.10.25
5905960;Példa Juli;Gyûrûzés;Budapest;W585412   ;Ökörszem;Troglodytes troglodytes;Ismeretlen;2019.10.25
5905962;Példa Juli;Gyûrûzés;Budapest;W585413   ;Ökörszem;Troglodytes troglodytes;Ismeretlen;2019.10.25
5905963;Példa Juli;Gyûrûzés;Budapest;W585414   ;Ökörszem;Troglodytes troglodytes;Ismeretlen;2019.10.25
5905964;Példa Juli;Gyûrûzés;Budapest;P311662   ;Vörösbegy;Erithacus rubecula;Ismeretlen;2019.10.25
5905965;Példa Juli;Gyûrûzés;Budapest;P311663   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.10.25
5905966;Példa Juli;Gyûrûzés;Budapest;P311664   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.10.25
5905967;Példa Juli;Gyûrûzés;Budapest;P311665   ;Kék cinege;Parus caeruleus;Ismeretlen;2019.10.25
